$1000052,1634120485,700,S256,200,236,15,69,500,63.3353734681799,10.0798316305634
$1000052,1634120505,693,S256,200,238,16,69,501,63.3354009701541,10.0796924018192
$1000052,1634120515,694,S256,200,239,17,69,502,63.3354158670568,10.0796242198416
$1000052,1634120525,687,S256,200,240,16,69,504,63.3354301910017,10.0795583296951
$1000052,1634120535,685,S256,200,241,18,69,505,63.3354450879043,10.0794912936331
$1000052,1634120565,682,S256,200,244,16,69,506,63.3354914974857,10.079293050236
$1000052,1634120585,687,S256,200,246,14,69,508,63.3355230101645,10.0791584051541
$1000052,1634120595,680,S256,200,247,16,69,509,63.3355390529827,10.0790879313453
$1000052,1634120605,677,S256,200,248,19,69,510,63.335555095801,10.0790197493677
$1000052,1634120615,676,S256,200,249,16,69,511,63.3355705656615,10.0789492755589
$1000052,1634121675,467,S256,200,99,22,69,530,63.3341559328653,10.0735348243949
$1000052,1634121685,465,S256,200,100,22,69,531,63.3341410359626,10.0735359703105
$1000052,1634121695,464,S256,200,101,24,69,532,63.3341284308911,10.073542845804
$1000052,1634121705,468,S256,200,102,21,69,533,63.334117544693,10.0735554508755
$1000052,1634121715,465,S256,200,103,25,69,534,63.3341055125793,10.073573785525
$1000052,1634121745,465,S256,200,106,28,69,536,63.3340344658127,10.0736070170771
$1000052,1634121755,465,S256,200,107,29,69,537,63.3340012342606,10.0735909742588
$1000052,1634121765,456,S256,200,108,15,69,538,63.3339674297507,10.073548575382
$1000052,1634121785,456,S256,200,110,18,69,540,63.3339210201693,10.0735096142519
$1000052,1634121795,456,S256,200,111,19,69,541,63.3338975288997,10.0734924255181
$1000052,1634121805,452,S256,200,112,23,69,542,63.3338723187567,10.0734431511477
$1000052,1634121825,449,S256,200,114,27,69,543,63.333832211711,10.0733617911408
$1000052,1634121835,447,S256,200,115,25,69,544,63.3338144500194,10.0733159545172
$1000052,1634121845,447,S256,200,116,25,69,546,63.3337938235388,10.073288452543
$1000052,1634121855,445,S256,200,117,18,69,547,63.3337668945224,10.0732523562019
$1000052,1634121865,444,S256,200,118,22,69,548,63.333737100717,10.0731675584482
$1000052,1634121885,435,S256,200,120,34,69,549,63.3337359548015,10.0729635854732
$1000052,1634121895,433,S256,200,121,47,69,550,63.3337451221262,10.0728954034955
$1000052,1634121915,428,S256,200,123,39,69,552,63.3337829373407,10.0727332564395
$1000052,1634121925,430,S256,200,124,26,69,553,63.3338218984707,10.0727195054524
$1000052,1634121935,433,S256,200,125,22,69,554,63.3338522652339,10.072742996722
$1000052,1634121945,434,S256,200,126,21,69,555,63.3338820590392,10.0727584665825
$1000052,1634121955,436,S256,200,127,24,69,556,63.3339112798868,10.0727659150338
$1000052,1634121965,439,S256,200,128,29,69,558,63.3339376359453,10.0727670609494
$1000052,1634121975,441,S256,200,129,20,69,559,63.3339628460883,10.0727641961605
$1000052,1634121985,442,S256,200,130,23,69,560,63.3339869103157,10.0727538829201
$1000052,1634121995,443,S256,200,131,23,69,561,63.3340075367963,10.0727372671441
$1000052,1634122015,449,S256,200,133,23,69,562,63.3340407683485,10.0726925764361
$1000052,1634122025,448,S256,200,134,24,69,564,63.33405337342,10.0726656474197
$1000052,1634122035,453,S256,200,135,21,69,565,63.3340625407447,10.0726347076988
$1000052,1634122045,448,S256,200,136,21,69,566,63.3340665514493,10.0726009031888
$1000052,1634122055,448,S256,200,137,20,69,567,63.3340642596181,10.0725670986789
$1000052,1634122085,448,S256,200,140,16,69,569,63.3340316010237,10.0724685499382
$1000052,1634122185,486,S256,200,150,16,69,571,63.3344217852822,10.0717460501585
$1000052,1634122195,489,S256,200,151,18,69,572,63.3344618923279,10.0717414664962
$1000052,1634122205,490,S256,200,152,23,69,574,63.3344991345846,10.0717282884669
$1000052,1634122215,494,S256,200,153,20,69,575,63.334536949799,10.0717122456486
$1000052,1634122235,499,S256,200,155,22,69,576,63.334609715439,10.0716698467718
$1000052,1634122255,507,S256,200,157,20,69,577,63.3346790433322,10.0716165616968
$1000052,1634122275,514,S256,200,159,19,69,579,63.3347541008034,10.0715535363393
$1000052,1634122295,517,S256,200,161,19,69,580,63.3348268664434,10.0714910839397
$1000052,1634122325,527,S256,200,164,17,69,582,63.3349403120868,10.0714011295658
$1000052,1634122335,529,S256,200,165,19,69,583,63.3349815650481,10.0713724816761
$1000052,1634122355,535,S256,200,167,19,69,584,63.3350583413926,10.071314039981
$1000052,1634122375,542,S256,200,169,17,69,585,63.3351379825261,10.071247003919
$1000052,1634122395,549,S256,200,171,16,69,587,63.3352159047863,10.0711799678569
$1000052,1634122445,565,S256,200,176,18,69,589,63.3354187318458,10.0710012050248
$1000052,1634122465,572,S256,200,178,14,69,590,63.3355058214306,10.070939325583
$1000052,1634122545,597,S256,200,186,15,69,592,63.3358644930104,10.0708585385339
$1000052,1634122605,620,S256,200,192,18,69,594,63.3361475341612,10.0705989886527
$1000052,1634122625,630,S256,200,194,16,69,596,63.3362363426194,10.0704276742719
$1000052,1634122645,638,S256,200,196,12,69,597,63.3363148378373,10.0702466196087
$1000052,1634122675,653,S256,200,199,11,69,598,63.3364254186918,10.0699343576103
$1000052,1634123285,496,S256,200,4,18,69,610,63.3345163233184,10.0736625939832
$1000052,1634123295,491,S256,200,5,18,69,611,63.3344481413408,10.0735995686258
$1000052,1634123315,479,S256,200,7,22,69,612,63.3343249554148,10.0734494536834
$1000052,1634123325,474,S256,200,8,21,69,613,63.3342710973821,10.0733617911408
$1000052,1634123365,448,S256,200,12,25,69,615,63.3340012342606,10.0729131651872
$1000052,1634123385,439,S256,200,14,43,69,616,63.3338494004449,10.0729183218074
$1000052,1634123395,437,S256,200,15,39,69,617,63.3338070015681,10.0729452508237
$1000052,1634123405,440,S256,200,16,40,69,619,63.3338276280487,10.0730346322398
$1000052,1634123415,441,S256,200,17,23,69,620,63.3337989801589,10.0730432266067
$1000052,1634123425,439,S256,200,18,32,69,621,63.3337583001555,10.0729887956162
$1000052,1634123435,438,S256,200,19,48,69,622,63.33376231086,10.0729578558952
$1000052,1634123445,442,S256,200,20,30,69,623,63.3338121581882,10.0730649990029
$1000052,1634123455,448,S256,200,21,26,69,624,63.3338981018575,10.0732162598608
$1000052,1634123565,519,S256,200,32,15,69,627,63.3349305718043,10.0729143111028
$1000052,1634123745,593,S256,200,50,23,69,631,63.3358352721628,10.0715810383135
$1000052,1634123775,585,S256,200,53,23,69,633,63.3357882896236,10.0718457448149
$1000052,1634123785,586,S256,200,54,22,69,634,63.3357819870879,10.0719402828511
$1000052,1634123815,583,S256,200,57,20,69,635,63.3357905814548,10.0722238969597
$1000052,1634123875,570,S256,200,63,19,69,637,63.3356232777786,10.0728169082776
$1000052,1634123885,573,S256,200,64,18,69,639,63.3355877543953,10.0728478479985
$1000052,1634123895,568,S256,200,65,22,69,640,63.3355505121386,10.0728816525085
$1000052,1634123915,559,S256,200,67,21,69,641,63.3354748817097,10.0729515533595
$1000052,1634123935,553,S256,200,69,20,69,642,63.3353975324073,10.0730226001261
$1000052,1634123945,551,S256,200,70,21,69,644,63.3353591442351,10.0730604153405
$1000052,1634123955,550,S256,200,71,20,69,645,63.3353196101472,10.0731028142174
$1000052,1634123965,546,S256,200,72,21,69,646,63.3352806490171,10.0731463590098
$1000052,1634123975,545,S256,200,73,24,69,647,63.3352439797182,10.073193341549
